anno,Provincia,comune,Abitato,localizzazione,strada,tipologia,feriti,morti
2020,Foggia,Foggia,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,2,0
2020,Foggia,Manfredonia,Nell'Abitato,Strada Provinciale,Rettilineo,Incidente tra veicoli,3,0
2020,Foggia,San Severo,Fuori Abitato,Strada Provinciale,Curva,Incidente tra veicoli,3,0
2020,Foggia,Foggia,Fuori Abitato,Strada Statale,Incrocio,Incidente tra veicoli,0,2
2020,Foggia,Cerignola,Fuori Abitato,Autostrada,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,San Severo,Fuori Abitato,Strada Statale,Rettilineo,Incidente a veicolo isolato,2,0
2020,Foggia,San Severo,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,3,0
2020,Foggia,Foggia,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,1,1
2020,Foggia,Foggia,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,3,0
2020,Foggia,Foggia,Fuori Abitato,Strada Statale,Incrocio,Incidente tra veicoli,3,0
2020,Foggia,Chieuti,Fuori Abitato,Autostrada,Rettilineo,Incidente tra veicoli,2,1
2020,Foggia,Foggia,Fuori Abitato,Strada Statale,Rotatoria,Incidente tra veicoli,4,1
2020,Foggia,Orta Nova,Nell'Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,1,1
2020,Foggia,San Giovanni Rotondo,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,3,0
2020,Foggia,Cerignola,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,San Severo,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,2,0
2020,Foggia,San Severo,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,Rignano Garganico,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente a veicolo isolato,1,0
2020,Foggia,Foggia,Fuori Abitato,Strada Statale,Rettilineo,Incidente a veicolo isolato,4,0
2020,Foggia,Lucera,Fuori Abitato,Strada Statale,Rettilineo,Incidente a veicolo isolato,0,1
2020,Foggia,Lucera,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente a veicolo isolato,1,0
2020,Foggia,Lucera,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,2,0
2020,Foggia,Manfredonia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,Lucera,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,5,0
2020,Foggia,Cerignola,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,Casalvecchio di Puglia,Fuori Abitato,Strada Provinciale,Curva,Incidente tra veicoli,2,0
2020,Foggia,Lucera,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,2,0
2020,Foggia,Panni,Nell'Abitato,Strada Provinciale,Incrocio,Incidente tra veicoli,9,0
2020,Foggia,Cerignola,Fuori Abitato,Strada comunale extraurbana,Rettilineo,Incidente tra veicoli,2,0
2020,Foggia,Lucera,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,San Marco in Lamis,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,2,0
2020,Foggia,Cerignola,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,2,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Investimento di pedone,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,4,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rotatoria,Investimento di pedone,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,2,0
2020,Foggia,Lucera,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,Apricena,Fuori Abitato,Strada Statale,Incrocio,Incidente tra veicoli,3,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Investimento di pedone,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,3,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,4,0
2020,Foggia,San Giovanni Rotondo,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,Foggia,Fuori Abitato,Strada Statale,Rettilineo,Investimento di pedone,2,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Investimento di pedone,1,0
2020,Foggia,Foggia,Fuori Abitato,Altra strada,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Investimento di pedone,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rotatoria,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,3,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,2,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,2,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Investimento di pedone,1,0
2020,Foggia,Foggia,Fuori Abitato,Strada Statale,Rotatoria,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,Foggia,Fuori Abitato,Strada Statale,Rotatoria,Incidente tra veicoli,2,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,San Severo,Nell'Abitato,Strada Provinciale,Rettilineo,Incidente tra veicoli,2,0
2020,Foggia,Orta Nova,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,3,0
2020,Foggia,Orta Nova,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,San Marco in Lamis,Fuori Abitato,Strada Statale,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Cerignola,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,2,0
2020,Foggia,Manfredonia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,Troia,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente a veicolo isolato,2,1
2020,Foggia,Rocchetta Sant'Antonio,Fuori Abitato,Autostrada,Curva,Incidente a veicolo isolato,0,1
2020,Foggia,Foggia,Fuori Abitato,Strada Statale,Rettilineo,Incidente a veicolo isolato,2,0
2020,Foggia,San Severo,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,San Severo,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,Cerignola,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente tra veicoli,2,0
2020,Foggia,San Severo,Fuori Abitato,Strada Provinciale,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,Foggia,Fuori Abitato,Strada comunale extraurbana,Curva,Incidente a veicolo isolato,2,0
2020,Foggia,Cerignola,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,5,0
2020,Foggia,Foggia,Fuori Abitato,Strada Statale,Incrocio,Incidente tra veicoli,6,0
2020,Foggia,Cerignola,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,3,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Investimento di pedone,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente a veicolo isolato,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Investimento di pedone,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Investimento di pedone,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,3,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Investimento di pedone,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,Cerignola,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente a veicolo isolato,1,0
2020,Foggia,San Severo,Nell'Abitato,Strada Urbana,Rettilineo,Investimento di pedone,1,0
2020,Foggia,Cerignola,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Cerignola,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,3,0
2020,Foggia,Cerignola,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Cerignola,Fuori Abitato,Strada Provinciale,Incrocio,Incidente tra veicoli,3,0
2020,Foggia,Manfredonia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,Manfredonia,Fuori Abitato,Strada comunale extraurbana,Rettilineo,Incidente tra veicoli,3,1
2020,Foggia,San Giovanni Rotondo,Nell'Abitato,Strada Provinciale,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Manfredonia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,5,0
2020,Foggia,Ascoli Satriano,Fuori Abitato,Strada Statale,Rettilineo,Incidente a veicolo isolato,1,0
2020,Foggia,San Giovanni Rotondo,Fuori Abitato,Strada Statale,Curva,Incidente tra veicoli,2,0
2020,Foggia,Cerignola,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,2,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rotatoria,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente a veicolo isolato,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Lucera,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,San Giovanni Rotondo,Nell'Abitato,Strada Provinciale,Curva,Incidente a veicolo isolato,2,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rotatoria,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente a veicolo isolato,1,0
2020,Foggia,San Severo,Fuori Abitato,Strada comunale extraurbana,Rettilineo,Incidente a veicolo isolato,1,0
2020,Foggia,Foggia,Fuori Abitato,Strada Statale,Rettilineo,Incidente a veicolo isolato,1,0
2020,Foggia,Cerignola,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,San Severo,Nell'Abitato,Strada Urbana,Incrocio,Investimento di pedone,1,0
2020,Foggia,San Severo,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,Cerignola,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,San Severo,Nell'Abitato,Strada Urbana,Rotatoria,Incidente tra veicoli,1,0
2020,Foggia,San Giovanni Rotondo,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Manfredonia,Fuori Abitato,Strada Statale,Rettilineo,Incidente a veicolo isolato,1,0
2020,Foggia,Foggia,Fuori Abitato,Strada Statale,Rettilineo,Incidente a veicolo isolato,1,0
2020,Foggia,San Severo,Fuori Abitato,Strada Statale,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,San Severo,Fuori Abitato,Strada Statale,Curva,Incidente a veicolo isolato,1,1
2020,Foggia,Cerignola,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,Lesina,Fuori Abitato,Autostrada,Rettilineo,Incidente a veicolo isolato,1,0
2020,Foggia,San Severo,Nell'Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,3,0
2020,Foggia,Manfredonia,Fuori Abitato,Strada Statale,Curva,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Fuori Abitato,Strada Statale,Incrocio,Incidente tra veicoli,3,0
2020,Foggia,Foggia,Fuori Abitato,Strada Statale,Incrocio,Incidente tra veicoli,3,0
2020,Foggia,Lucera,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,Cerignola,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente a veicolo isolato,1,0
2020,Foggia,Candela,Fuori Abitato,Strada Statale,Rettilineo,Incidente a veicolo isolato,1,0
2020,Foggia,Cagnano Varano,Fuori Abitato,Strada Provinciale,Curva,Incidente a veicolo isolato,1,0
2020,Foggia,Stornarella,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Cerignola,Nell'Abitato,Strada Provinciale,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,Serracapriola,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Candela,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,Troia,Fuori Abitato,Strada Provinciale,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Cerignola,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,4,0
2020,Foggia,Foggia,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente tra veicoli,4,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,San Giovanni Rotondo,Nell'Abitato,Strada Provinciale,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,Torremaggiore,Fuori Abitato,Strada Provinciale,Incrocio,Incidente tra veicoli,3,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,3,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Investimento di pedone,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,2,0
2020,Foggia,San Giovanni Rotondo,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Investimento di pedone,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Investimento di pedone,1,0
2020,Foggia,San Giovanni Rotondo,Nell'Abitato,Strada Urbana,Rettilineo,Investimento di pedone,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,5,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,4,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente a veicolo isolato,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Investimento di pedone,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Curva,Incidente a veicolo isolato,1,0
2020,Foggia,Cerignola,Nell'Abitato,Strada Urbana,Curva,Incidente tra veicoli,1,0
2020,Foggia,Cerignola,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Manfredonia,Nell'Abitato,Strada Urbana,Incrocio,Investimento di pedone,1,0
2020,Foggia,San Severo,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,San Severo,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente a veicolo isolato,1,0
2020,Foggia,San Severo,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,San Severo,Nell'Abitato,Strada Urbana,Rettilineo,Investimento di pedone,1,0
2020,Foggia,Manfredonia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,Vieste,Fuori Abitato,Strada Statale,Rettilineo,Incidente a veicolo isolato,1,0
2020,Foggia,Cerignola,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,3,0
2020,Foggia,Manfredonia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Manfredonia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Manfredonia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Orta Nova,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,San Severo,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,San Severo,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Orta Nova,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,2,0
2020,Foggia,Manfredonia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Manfredonia,Fuori Abitato,Strada Provinciale,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Vieste,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,Vieste,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,4,0
2020,Foggia,San Severo,Fuori Abitato,Strada Provinciale,Incrocio,Incidente tra veicoli,4,0
2020,Foggia,San Severo,Fuori Abitato,Strada Statale,Curva,Incidente a veicolo isolato,1,0
2020,Foggia,San Severo,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente a veicolo isolato,3,0
2020,Foggia,Zapponeta,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,San Giovanni Rotondo,Fuori Abitato,Strada Statale,Rettilineo,Incidente a veicolo isolato,3,0
2020,Foggia,Stornara,Fuori Abitato,Strada Statale,Rettilineo,Incidente a veicolo isolato,1,0
2020,Foggia,San Severo,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,5,0
2020,Foggia,Foggia,Fuori Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,Lesina,Fuori Abitato,Autostrada,Rettilineo,Incidente tra veicoli,3,0
2020,Foggia,San Severo,Fuori Abitato,Autostrada,Rettilineo,Incidente tra veicoli,2,0
2020,Foggia,Stornarella,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Ascoli Satriano,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,Lesina,Nell'Abitato,Strada Urbana,Rettilineo,Incidente a veicolo isolato,2,0
2020,Foggia,Stornarella,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,Orta Nova,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente a veicolo isolato,2,0
2020,Foggia,Cagnano Varano,Fuori Abitato,Strada Statale,Rettilineo,Incidente a veicolo isolato,1,0
2020,Foggia,Cerignola,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente tra veicoli,2,0
2020,Foggia,Lucera,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente tra veicoli,2,0
2020,Foggia,Cerignola,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,Cerignola,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,4,0
2020,Foggia,San Marco in Lamis,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,San Nicandro Garganico,Nell'Abitato,Strada Statale,Rettilineo,Incidente tra veicoli,2,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,2,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,4,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Investimento di pedone,2,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,Poggio Imperiale,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,2,0
2020,Foggia,Foggia,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente a veicolo isolato,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,4,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,4,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,2,0
2020,Foggia,Foggia,Fuori Abitato,Strada comunale extraurbana,Incrocio,Incidente tra veicoli,4,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Fuori Abitato,Strada Statale,Rotatoria,Incidente a veicolo isolato,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,4,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Investimento di pedone,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Investimento di pedone,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,Foggia,Fuori Abitato,Strada comunale extraurbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,Foggia,Fuori Abitato,Strada Statale,Rettilineo,Incidente a veicolo isolato,1,0
2020,Foggia,Foggia,Fuori Abitato,Strada comunale extraurbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,3,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,Peschici,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Torremaggiore,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Lucera,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Incidente tra veicoli,4,0
2020,Foggia,Foggia,Nell'Abitato,Strada Urbana,Rettilineo,Investimento di pedone,1,0
2020,Foggia,San Giovanni Rotondo,Fuori Abitato,Strada Provinciale,Rettilineo,Incidente tra veicoli,1,0
2020,Foggia,Vieste,Fuori Abitato,Strada Provinciale,Incrocio,Incidente tra veicoli,4,0
2020,Foggia,Troia,Nell'Abitato,Strada Urbana,Incrocio,Investimento di pedone,1,0
2020,Foggia,San Severo,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Cerignola,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,2,0
2020,Foggia,Cerignola,Nell'Abitato,Strada Urbana,Rettilineo,Incidente a veicolo isolato,1,0
2020,Foggia,Cerignola,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Cerignola,Nell'Abitato,Strada Urbana,Incrocio,Incidente tra veicoli,1,0
2020,Foggia,Cerignola,Fuori Abitato,Strada comunale extraurbana,Rettilineo,Incidente tra veicoli,2,0
2020,Foggia,Cerignola,Fuori Abitato,Strada comunale extraurbana,Rettilineo,Incidente tra veicoli,5,0
